[	PUNCT	[
never	ADV	never
want	VERB	want
to	PART	to
.	PUNCT	.
Nastiness	NOUN	nastiness
beyond	ADP	beyond
account	NOUN	account
,	PUNCT	,
and	CCONJ	and
chaos	NOUN	chaos
run	VERB	run
loose	ADJ	loose
in	ADP	in
the	DET	the
midst	NOUN	midst
of	ADP	of
the	DET	the
nastiness	NOUN	nastiness
.	PUNCT	.
There	PRON	there
were	AUX	be
not	PART	not
a	DET	a
great	ADJ	great
many	ADJ	many
of	ADP	of
the	DET	the
negroes	NOUN	negro
;	PUNCT	;
but	CCONJ	but
by	ADP	by
way	NOUN	way
of	ADP	of
making	VERB	make
what	PRON	what
there	PRON	there
were	AUX	be
understand	VERB	understand
that	SCONJ	that
they	PRON	they
were	AUX	be
free	ADJ	free
,	PUNCT	,
Vaughan	PROPN	Vaughan
had	AUX	have
had	AUX	have
their	PRON	their
handcuffs	NOUN	handcuff
and	CCONJ	and
ankle	NOUN	ankle
-	PUNCT	-
cuffs	NOUN	cuff
knocked	VERB	knock
off	ADP	off
,	PUNCT	,
and	CCONJ	and
,	PUNCT	,
for	ADP	for
convenience	NOUN	convenience
'	PART	'
sake	NOUN	sake
,	PUNCT	,
was	AUX	be
putting	VERB	put
them	PRON	they
upon	SCONJ	upon
the	DET	the
rascals	NOUN	rascal
of	ADP	of
the	DET	the
schooner	NOUN	schooner
's	PART	's
crew	NOUN	crew
.	PUNCT	.
The	DET	the
negroes	NOUN	negro
were	AUX	be
,	PUNCT	,
most	ADJ	most
of	ADP	of
them	PRON	they
,	PUNCT	,
out	ADP	out
of	ADP	of
the	DET	the
hold	NOUN	hold
,	PUNCT	,
and	CCONJ	and
swarming	VERB	swarm
all	ADV	all
round	ADP	round
the	DET	the
dirty	NOUN	dirty
deck	NOUN	deck
,	PUNCT	,
with	ADP	with
a	DET	a
central	ADJ	central
throng	NOUN	throng
surrounding	VERB	surround
Vaughan	PROPN	Vaughan
and	CCONJ	and
addressing	VERB	address
him	PRON	he
in	ADP	in
every	DET	every
dialect	NOUN	dialect
,	PUNCT	,
and	CCONJ	and
patois	NOUN	patois
of	ADP	of
a	DET	a
dialect	NOUN	dialect
,	PUNCT	,
from	ADP	from
the	DET	the
Zulu	PROPN	Zulu
click	NOUN	click
up	ADP	up
to	ADP	to
the	DET	the
Parisian	PROPN	Parisian
of	ADP	of
Beledeljereed	PROPN	Beledeljereed
.	PUNCT	.
[	PUNCT	[
Note	NOUN	note
10	NUM	10
]	X	]
As	ADP	as
we	PRON	we
came	VERB	come
on	ADP	on
deck	NOUN	deck
,	PUNCT	,
Vaughan	PROPN	Vaughan
looked	VERB	look
down	ADP	down
from	ADP	from
a	DET	a
hogshead	NOUN	hogshead
,	PUNCT	,
on	ADP	on
which	DET	which
he	PRON	he
had	AUX	have
mounted	VERB	mount
in	ADP	in
desperation	NOUN	desperation
,	PUNCT	,
and	CCONJ	and
said:--	PUNCT	said:--
""""	PUNCT	""""
For	ADP	for
God	PROPN	God
's	PART	's
love	NOUN	love
,	PUNCT	,
is	AUX	be
there	PRON	there
anybody	PRON	anybody
who	PRON	who
can	AUX	can
make	VERB	make
these	DET	these
wretches	NOUN	wretch
understand	VERB	understand
something	PRON	something
?	PUNCT	?
The	DET	the
men	NOUN	man
gave	VERB	give
them	PRON	they
rum	NOUN	rum
,	PUNCT	,
and	CCONJ	and
that	DET	that
did	AUX	do
not	PART	not
quiet	VERB	quiet
them	PRON	they
.	PUNCT	.
I	PRON	I
knocked	VERB	knock
that	DET	that
big	ADJ	big
fellow	NOUN	fellow
down	ADP	down
twice	ADV	twice
,	PUNCT	,
and	CCONJ	and
that	DET	that
did	AUX	do
not	PART	not
soothe	VERB	soothe
him	PRON	he
.	PUNCT	.
And	CCONJ	and
then	ADV	then
I	PRON	I
talked	VERB	talk
Choctaw	PROPN	Choctaw
to	ADP	to
all	DET	all
of	ADP	of
them	PRON	they
together	ADV	together
;	PUNCT	;
and	CCONJ	and
I	PRON	I
'll	AUX	will
be	AUX	be
hanged	VERB	hang
if	SCONJ	if
they	PRON	they
understood	VERB	understand
that	DET	that
as	ADV	as
well	ADV	well
as	ADP	as
they	PRON	they
understood	VERB	understand
the	DET	the
English	PROPN	English
.	PUNCT	.
""""	PUNCT	""""
Nolan	PROPN	Nolan
said	VERB	say
he	PRON	he
could	AUX	could
speak	VERB	speak
Portuguese	PROPN	Portuguese
,	PUNCT	,
and	CCONJ	and
one	NUM	one
or	CCONJ	or
two	NUM	two
fine	ADJ	fine
-	PUNCT	-
looking	ADJ	looking
Kroomen	PROPN	Kroomen
were	AUX	be
dragged	VERB	drag
out	ADP	out
,	PUNCT	,
who	PRON	who
,	PUNCT	,
as	ADP	as
it	PRON	it
had	AUX	have
been	AUX	be
found	VERB	find
already	ADV	already
,	PUNCT	,
had	AUX	have
worked	VERB	work
for	ADP	for
the	DET	the
Portuguese	PROPN	Portuguese
on	ADP	on
the	DET	the
coast	NOUN	coast
at	ADP	at
Fernando	PROPN	Fernando
Po	PROPN	Po
.	PUNCT	.
""""	PUNCT	""""
Tell	VERB	tell
them	PRON	they
they	PRON	they
are	AUX	be
free	ADJ	free
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Vaughan	PROPN	Vaughan
;	PUNCT	;
""""	PUNCT	""""
and	CCONJ	and
tell	VERB	tell
them	PRON	they
that	SCONJ	that
these	DET	these
rascals	NOUN	rascal
are	AUX	be
to	PART	to
be	AUX	be
hanged	VERB	hang
as	ADV	as
soon	ADV	soon
as	ADP	as
we	PRON	we
can	AUX	can
get	VERB	get
rope	NOUN	rope
enough	ADJ	enough
.	PUNCT	.
""""	PUNCT	""""
Nolan	PROPN	Nolan
""""	PUNCT	""""
put	VERB	put
that	DET	that
into	ADP	into
"Spanish,""--that"	PUNCT	"Spanish,""--that"
is	AUX	be
,	PUNCT	,
he	PRON	he
explained	VERB	explain
it	PRON	it
in	ADP	in
such	ADJ	such
Portuguese	PROPN	Portuguese
as	ADP	as
the	DET	the
Kroomen	PROPN	Kroomen
could	AUX	could
understand	VERB	understand
,	PUNCT	,
and	CCONJ	and
they	PRON	they
in	ADP	in
turn	NOUN	turn
to	ADP	to
such	ADJ	such
of	ADP	of
the	DET	the
negroes	NOUN	negro
as	ADP	as
could	AUX	could
understand	VERB	understand
them	PRON	they
.	PUNCT	.
Then	ADV	then
there	PRON	there
was	AUX	be
such	DET	such
a	DET	a
yell	NOUN	yell
of	ADP	of
delight	NOUN	delight
,	PUNCT	,
clinching	NOUN	clinching
of	ADP	of
fists	NOUN	fist
,	PUNCT	,
leaping	NOUN	leaping
and	CCONJ	and
dancing	NOUN	dancing
,	PUNCT	,
kissing	NOUN	kissing
of	ADP	of
Nolan	PROPN	Nolan
's	PART	's
feet	NOUN	foot
,	PUNCT	,
and	CCONJ	and
a	DET	a
general	ADJ	general
rush	NOUN	rush
made	VERB	make
to	ADP	to
the	DET	the
hogshead	NOUN	hogshead
by	ADP	by
way	NOUN	way
of	ADP	of
spontaneous	NOUN	spontaneous
worship	NOUN	worship
of	ADP	of
Vaughan	PROPN	Vaughan
,	PUNCT	,
as	ADP	as
the	DET	the
_	X	_
deus	X	deus
ex	X	ex
machina	X	machina
_	X	_
of	ADP	of
the	DET	the
occasion	NOUN	occasion
.	PUNCT	.
""""	PUNCT	""""
Tell	VERB	tell
them	PRON	they
,	PUNCT	,
""""	PUNCT	""""
said	VERB	say
Vaughan	PROPN	Vaughan
,	PUNCT	,
well	ADV	well
pleased	VERB	please
,	PUNCT	,
""""	PUNCT	""""
that	SCONJ	that
I	PRON	I
will	AUX	will
take	VERB	take
them	PRON	they
all	DET	all
to	ADP	to
Cape	PROPN	Cape
Palmas	PROPN	Palmas
.	PUNCT	.
""""	PUNCT	""""
This	DET	this
did	AUX	do
not	PART	not
answer	VERB	answer
so	ADV	so
well	ADV	well
.	PUNCT	.
Cape	PROPN	Cape
Palmas	PROPN	Palmas
was	AUX	be
practically	ADV	practically
as	ADV	as
far	ADV	far
from	ADP	from
the	DET	the
homes	NOUN	home
of	ADP	of
most	ADJ	most
of	ADP	of
them	PRON	they
as	ADP	as
New	PROPN	New
Orleans	PROPN	Orleans
or	CCONJ	or
Rio	PROPN	Rio
Janeiro	PROPN	Janeiro
was	AUX	be
;	PUNCT	;
that	DET	that
is	ADV	is
,	PUNCT	,
they	PRON	they
would	AUX	would
be	AUX	be
eternally	ADV	eternally
separated	VERB	separate
from	ADP	from
home	NOUN	home
there	ADV	there
.	PUNCT	.
And	CCONJ	and
their	PRON	their
interpreters	NOUN	interpreter
,	PUNCT	,
as	ADP	as
we	PRON	we
could	AUX	could
understand	VERB	understand
,	PUNCT	,
instantly	ADV	instantly
said	VERB	say
,	PUNCT	,
""""	PUNCT	""""
_	PUNCT	_
Ah	INTJ	ah
,	PUNCT	,
non	X	non
Palmas	X	palmas
_	PUNCT	_
,	PUNCT	,
""""	PUNCT	""""
and	CCONJ	and
began	VERB	begin
to	PART	to
propose	VERB	propose
infinite	ADJ	infinite
other	ADJ	other
expedients	NOUN	expedient
in	ADP	in
most	ADJ	most
voluble	ADJ	voluble
language	NOUN	language
.	PUNCT	.
Vaughan	PROPN	Vaughan
was	AUX	be
rather	ADV	rather
disappointed	ADJ	disappointed
at	ADP	at
this	DET	this
result	NOUN	result
of	ADP	of
his	PRON	his
liberality	NOUN	liberality
,	PUNCT	,
and	CCONJ	and
asked	VERB	ask
Nolan	PROPN	Nolan
eagerly	ADV	eagerly
what	PRON	what
they	PRON	they
said	VERB	say
.	PUNCT	.
The	DET	the
drops	NOUN	drop
stood	VERB	stand
on	ADP	on
poor	ADJ	poor
Nolan	PROPN	Nolan
's	PART	's
white	ADJ	white
forehead	NOUN	forehead
,	PUNCT	,
as	ADP	as
he	PRON	he
hushed	VERB	hush
the	DET	the
men	NOUN	man
down	ADP	down
,	PUNCT	,
and	CCONJ	and
said:--	PUNCT	said:--
""""	PUNCT	""""
He	PRON	he
says	VERB	say
,	PUNCT	,
'	PUNCT	'
Not	PART	not
Palmas	PROPN	Palmas
.	PUNCT	.
'	PUNCT	'
He	PRON	he
says	VERB	say
,	PUNCT	,
'	PUNCT	'
Take	VERB	take
us	PRON	we
home	ADV	home
,	PUNCT	,
take	VERB	take
us	PRON	we
to	ADP	to
our	PRON	our
own	ADJ	own
country	NOUN	country
,	PUNCT	,
take	VERB	take
us	PRON	we
to	ADP	to
our	PRON	our
own	ADJ	own
house	NOUN	house
,	PUNCT	,
take	VERB	take
us	PRON	we
to	ADP	to
our	PRON	our
own	ADJ	own
pickaninnies	NOUN	pickaninny
and	CCONJ	and
our	PRON	our
own	ADJ	own
women	NOUN	woman
.	PUNCT	.
'	PUNCT	'
He	PRON	he
says	VERB	say
he	PRON	he
has	AUX	have
an	DET	an
old	ADJ	old
father	NOUN	father
and	CCONJ	and
mother	NOUN	mother
who	PRON	who
will	AUX	will
die	VERB	die
if	SCONJ	if
they	PRON	they
do	AUX	do
not	PART	not
see	VERB	see
him	PRON	he
.	PUNCT	.
And	CCONJ	and
this	DET	this
one	NOUN	one
says	VERB	say
he	PRON	he
left	VERB	leave
his	PRON	his
people	NOUN	people
all	ADV	all
sick	ADJ	sick
,	PUNCT	,
and	CCONJ	and
paddled	VERB	paddle
down	ADP	down
to	ADP	to
Fernando	PROPN	Fernando
to	PART	to
beg	VERB	beg
the	DET	the
white	ADJ	white
doctor	NOUN	doctor
to	PART	to
come	VERB	come
and	CCONJ	and
help	VERB	help
them	PRON	they
,	PUNCT	,
and	CCONJ	and
that	SCONJ	that
these	DET	these
devils	NOUN	devil
caught	VERB	catch
him	PRON	he
in	ADP	in
the	DET	the
bay	NOUN	bay
just	ADV	just
in	ADP	in
sight	NOUN	sight
of	ADP	of
home	NOUN	home
,	PUNCT	,
and	CCONJ	and
that	SCONJ	that
he	PRON	he
has	AUX	have
never	ADV	never
seen	VERB	see
anybody	PRON	anybody
from	ADP	from
home	NOUN	home
since	SCONJ	since
then	ADV	then
.	PUNCT	.
And	CCONJ	and
this	DET	this
one	NOUN	one
says	VERB	say
,	PUNCT	,
""""	PUNCT	""""
choked	VERB	choke
out	ADP	out
Nolan	PROPN	Nolan
,	PUNCT	,
""""	PUNCT	""""
that	SCONJ	that
he	PRON	he
has	AUX	have
not	PART	not
heard	VERB	hear
a	DET	a
word	NOUN	word
from	ADP	from
his	PRON	his
home	NOUN	home
in	ADP	in
six	NUM	six
months	NOUN	month
,	PUNCT	,
while	SCONJ	while
he	PRON	he
has	AUX	have
been	AUX	be
locked	VERB	lock
up	ADP	up
in	ADP	in
an	DET	an
infernal	ADJ	infernal
barracoon	NOUN	barracoon
.	PUNCT	.
""""	PUNCT	""""
Vaughan	PROPN	Vaughan
always	ADV	always
said	VERB	say
he	PRON	he
grew	VERB	grow
gray	ADJ	gray
himself	PRON	himself
while	SCONJ	while
Nolan	PROPN	Nolan
struggled	VERB	struggle
through	ADP	through
this	DET	this
interpretation	NOUN	interpretation
:	PUNCT	:
I	PRON	I
,	PUNCT	,
who	PRON	who
did	AUX	do
not	PART	not
understand	VERB	understand
anything	PRON	anything
of	ADP	of
the	DET	the
passion	NOUN	passion
involved	VERB	involve
in	ADP	in
it	PRON	it
,	PUNCT	,
saw	VERB	see
that	SCONJ	that
the	DET	the
very	ADJ	very
elements	NOUN	element
were	AUX	be
melting	VERB	melt
with	ADP	with
fervent	NOUN	fervent
heat	NOUN	heat
,	PUNCT	,
and	CCONJ	and
that	SCONJ	that
something	PRON	something
was	AUX	be
to	PART	to
pay	VERB	pay
somewhere	ADV	somewhere
.	PUNCT	.
Even	ADV	even
the	DET	the
negroes	NOUN	negro
themselves	PRON	themselves
stopped	VERB	stop
howling	VERB	howl
,	PUNCT	,
as	ADP	as
they	PRON	they
saw	VERB	see
Nolan	PROPN	Nolan
's	PART	's
agony	NOUN	agony
,	PUNCT	,
and	CCONJ	and
Vaughan	PROPN	Vaughan
's	PART	's
almost	ADV	almost
equal	ADJ	equal
agony	NOUN	agony
of	ADP	of
sympathy	NOUN	sympathy
.	PUNCT	.
As	ADV	as
quick	ADV	quick
as	ADP	as
he	PRON	he
could	AUX	could
get	VERB	get
words	NOUN	word
,	PUNCT	,
he	PRON	he
said:--	PUNCT	said:--
""""	PUNCT	""""
Tell	VERB	tell
them	PRON	they
yes	INTJ	yes
,	PUNCT	,
yes	INTJ	yes
,	PUNCT	,
yes	INTJ	yes
;	PUNCT	;
tell	VERB	tell
them	PRON	they
they	PRON	they
shall	AUX	shall
go	VERB	go
to	ADP	to
the	DET	the
Mountains	PROPN	Mountains
of	ADP	of
the	DET	the
Moon	PROPN	Moon
,	PUNCT	,
if	SCONJ	if
they	PRON	they
will	AUX	will
.	PUNCT	.
If	SCONJ	if
I	PRON	I
sail	VERB	sail
the	DET	the
schooner	NOUN	schooner
through	ADP	through
the	DET	the
Great	PROPN	Great
White	PROPN	White
Desert	PROPN	Desert
,	PUNCT	,
they	PRON	they
shall	AUX	shall
go	VERB	go
home	ADV	home
!	PUNCT	!
""""	PUNCT	""""
And	CCONJ	and
after	ADP	after
some	DET	some
fashion	NOUN	fashion
Nolan	PROPN	Nolan
said	VERB	say
so	ADV	so
.	PUNCT	.
And	CCONJ	and
then	ADV	then
they	PRON	they
all	DET	all
fell	VERB	fall
to	ADP	to
kissing	VERB	kiss
him	PRON	he
again	ADV	again
,	PUNCT	,
and	CCONJ	and
wanted	VERB	want
to	PART	to
rub	VERB	rub
his	PRON	his
nose	NOUN	nose
with	ADP	with
theirs	PRON	theirs
.	PUNCT	.
But	CCONJ	but
he	PRON	he
could	AUX	could
not	PART	not
stand	VERB	stand
it	PRON	it
long	ADV	long
;	PUNCT	;
and	CCONJ	and
getting	VERB	get
Vaughan	PROPN	Vaughan
to	PART	to
say	VERB	say
he	PRON	he
might	AUX	might
go	VERB	go
back	ADV	back
,	PUNCT	,
he	PRON	he
beckoned	VERB	beckon
me	PRON	I
down	ADP	down
into	ADP	into
our	PRON	our
boat	NOUN	boat
.	PUNCT	.
As	ADP	as
we	PRON	we
lay	VERB	lay
back	ADV	back
in	ADP	in
the	DET	the
stern	NOUN	stern
-	PUNCT	-
sheets	NOUN	sheet
and	CCONJ	and
the	DET	the
men	NOUN	man
gave	VERB	give
way	NOUN	way
,	PUNCT	,
he	PRON	he
said	VERB	say
to	ADP	to
me	PRON	I
:	PUNCT	:
""""	PUNCT	""""
Youngster	NOUN	youngster
,	PUNCT	,
let	VERB	let
that	DET	that
show	VERB	show
you	PRON	you
what	PRON	what
it	PRON	it
is	AUX	be
to	PART	to
be	AUX	be
without	ADP	without
a	DET	a
family	NOUN	family
,	PUNCT	,
without	ADP	without
a	DET	a
home	NOUN	home
,	PUNCT	,
and	CCONJ	and
without	ADP	without
a	DET	a
country	NOUN	country
.	PUNCT	.
And	CCONJ	and
if	SCONJ	if
you	PRON	you
are	AUX	be
ever	ADV	ever
tempted	VERB	tempt
to	PART	to
say	VERB	say
a	DET	a
word	NOUN	word
,	PUNCT	,
or	CCONJ	or
to	PART	to
do	AUX	do
a	DET	a
thing	NOUN	thing
that	PRON	that
shall	AUX	shall
put	VERB	put
a	DET	a
bar	NOUN	bar
between	ADP	between
you	PRON	you
and	CCONJ	and
your	PRON	your
family	NOUN	family
,	PUNCT	,
your	PRON	your
home	NOUN	home
,	PUNCT	,
and	CCONJ	and
your	PRON	your
country	NOUN	country
,	PUNCT	,
pray	VERB	pray
God	PROPN	God
in	ADP	in
His	PRON	his
mercy	NOUN	mercy
to	PART	to
take	VERB	take
you	PRON	you
that	DET	that
instant	ADJ	instant
home	ADV	home
to	ADP	to
His	PRON	his
own	NOUN	own
heaven	NOUN	heaven
.	PUNCT	.
Stick	VERB	stick
by	ADP	by
your	PRON	your
family	NOUN	family
,	PUNCT	,
boy	NOUN	boy
;	PUNCT	;
forget	VERB	forget
you	PRON	you
have	AUX	have
a	DET	a
self	NOUN	self
,	PUNCT	,
while	SCONJ	while
you	PRON	you
do	AUX	do
everything	PRON	everything
for	ADP	for
them	PRON	they
.	PUNCT	.
Think	VERB	think
of	ADP	of
your	PRON	your
home	NOUN	home
,	PUNCT	,
boy	NOUN	boy
;	PUNCT	;
write	VERB	write
and	CCONJ	and
send	VERB	send
,	PUNCT	,
and	CCONJ	and
talk	VERB	talk
about	ADP	about
it	PRON	it
.	PUNCT	.
Let	VERB	let
it	PRON	it
be	AUX	be
nearer	ADJ	near
and	CCONJ	and
nearer	ADJ	near
to	ADP	to
your	PRON	your
thought	NOUN	thought
,	PUNCT	,
the	DET	the
farther	ADV	far
you	PRON	you
have	AUX	have
to	PART	to
travel	VERB	travel
from	ADP	from
it	PRON	it
;	PUNCT	;
and	CCONJ	and
rush	VERB	rush
back	ADV	back
to	ADP	to
it	PRON	it
when	SCONJ	when
you	PRON	you
are	AUX	be
free	ADJ	free
,	PUNCT	,
as	ADP	as
that	DET	that
poor	ADJ	poor
black	ADJ	black
slave	NOUN	slave
is	AUX	be
doing	VERB	do
now	ADV	now
.	PUNCT	.
And	CCONJ	and
for	ADP	for
your	PRON	your
country	NOUN	country
,	PUNCT	,
boy	NOUN	boy
,	PUNCT	,
""""	PUNCT	""""
and	CCONJ	and
the	DET	the
words	NOUN	word
rattled	VERB	rattle
in	ADP	in
his	PRON	his
throat	NOUN	throat
,	PUNCT	,
""""	PUNCT	""""
--and	CCONJ	--and
for	ADP	for
that	DET	that
flag	NOUN	flag
,	PUNCT	,
""""	PUNCT	""""
and	CCONJ	and
he	PRON	he
pointed	VERB	point
to	ADP	to
the	DET	the
ship	NOUN	ship
,	PUNCT	,
""""	PUNCT	""""
never	ADV	never
dream	VERB	dream
a	DET	a
dream	NOUN	dream
but	CCONJ	but
of	ADP	of
serving	VERB	serve
her	PRON	she
as	ADP	as
she	PRON	she
bids	VERB	bid
you	PRON	you
,	PUNCT	,
though	SCONJ	though
the	DET	the
service	NOUN	service
carry	VERB	carry
you	PRON	you
through	ADP	through
a	DET	a
thousand	NUM	thousand
hells	NOUN	hell
.	PUNCT	.
No	ADV	no
matter	ADV	matter
what	PRON	what
happens	VERB	happen
to	ADP	to
you	PRON	you
,	PUNCT	,
no	ADV	no
matter	ADV	matter
who	PRON	who
flatters	VERB	flatter
you	PRON	you
or	CCONJ	or
who	PRON	who
abuses	VERB	abuse
you	PRON	you
,	PUNCT	,
never	ADV	never
look	VERB	look
at	ADP	at
another	DET	another
flag	NOUN	flag
,	PUNCT	,
never	ADV	never
let	VERB	let
a	DET	a
night	NOUN	night
pass	VERB	pass
but	CCONJ	but
you	PRON	you
pray	VERB	pray
God	PROPN	God
to	PART	to
bless	VERB	bless
that	DET	that
flag	NOUN	flag
.	PUNCT	.
Remember	VERB	remember
,	PUNCT	,
boy	NOUN	boy
,	PUNCT	,
that	SCONJ	that
behind	ADP	behind
all	DET	all
these	DET	these
men	NOUN	man
you	PRON	you
have	AUX	have
to	PART	to
do	AUX	do
with	ADP	with
,	PUNCT	,
behind	ADP	behind
officers	NOUN	officer
,	PUNCT	,
and	CCONJ	and
government	NOUN	government
,	PUNCT	,
and	CCONJ	and
people	NOUN	people
even	ADV	even
,	PUNCT	,
there	PRON	there
is	AUX	be
the	DET	the
Country	PROPN	Country
Herself	PRON	herself
,	PUNCT	,
your	PRON	your
Country	NOUN	country
,	PUNCT	,
and	CCONJ	and
that	SCONJ	that
you	PRON	you
belong	VERB	belong
to	ADP	to
Her	PRON	she
as	ADP	as
you	PRON	you
belong	VERB	belong
to	ADP	to
your	PRON	your
own	ADJ	own
mother	NOUN	mother
.	PUNCT	.
Stand	VERB	stand
by	ADP	by
Her	PRON	she
,	PUNCT	,
boy	NOUN	boy
,	PUNCT	,
as	ADP	as
you	PRON	you
would	AUX	would
stand	VERB	stand
by	ADP	by
your	PRON	your
mother	NOUN	mother
,	PUNCT	,
if	SCONJ	if
those	DET	those
devils	NOUN	devil
there	ADV	there
had	AUX	have
got	VERB	get
hold	NOUN	hold
of	ADP	of
her	PRON	she
to	ADP	to
-	PUNCT	-
day	NOUN	day
!	PUNCT	!
""""	PUNCT	""""
I	PRON	I
was	AUX	be
frightened	VERB	frighten
to	ADP	to
death	NOUN	death
by	ADP	by
his	PRON	his
calm	ADJ	calm
,	PUNCT	,
hard	ADJ	hard
passion	NOUN	passion
;	PUNCT	;
but	CCONJ	but
I	PRON	I
blundered	VERB	blunder
out	ADP	out
that	SCONJ	that
I	PRON	I
would	AUX	would
,	PUNCT	,
by	ADP	by
all	DET	all
that	PRON	that
was	AUX	be
holy	ADJ	holy
,	PUNCT	,
and	CCONJ	and
that	SCONJ	that
I	PRON	I
had	AUX	have
never	ADV	never
thought	VERB	think
of	ADP	of
doing	VERB	do
anything	PRON	anything
else	ADV	else
.	PUNCT	.
He	PRON	he
hardly	ADV	hardly
seemed	VERB	seem
to	PART	to
hear	VERB	hear
me	PRON	I
;	PUNCT	;
but	CCONJ	but
he	PRON	he
did	AUX	do
,	PUNCT	,
almost	ADV	almost
in	ADP	in
a	DET	a
whisper	NOUN	whisper
,	PUNCT	,
say	VERB	say
:	PUNCT	:
""""	PUNCT	""""
O	INTJ	o
,	PUNCT	,
if	SCONJ	if
anybody	PRON	anybody
had	AUX	have
said	VERB	say
so	ADV	so
to	ADP	to
me	PRON	I
when	SCONJ	when
I	PRON	I
was	AUX	be
of	ADP	of
your	PRON	your
age	NOUN	age
!	PUNCT	!
""""	PUNCT	""""
I	PRON	I
think	VERB	think
it	PRON	it
was	AUX	be
this	DET	this
half	ADJ	half
-	PUNCT	-
confidence	NOUN	confidence
of	ADP	of
his	PRON	his
,	PUNCT	,
which	DET	which
I	PRON	I
never	ADV	never
abused	VERB	abuse
,	PUNCT	,
for	ADP	for
I	PRON	I
never	ADV	never
told	VERB	tell
this	DET	this
story	NOUN	story
till	SCONJ	till
now	ADV	now
,	PUNCT	,
which	DET	which
afterward	ADV	afterward
made	VERB	make
us	PRON	we
great	ADJ	great
friends	NOUN	friend
.	PUNCT	.
He	PRON	he
was	AUX	be
very	ADV	very
kind	ADJ	kind
to	ADP	to
me	PRON	I
.	PUNCT	.
Often	ADV	often
he	PRON	he
sat	VERB	sit
up	ADP	up
,	PUNCT	,
or	CCONJ	or
even	ADV	even
got	VERB	get
up	ADP	up
,	PUNCT	,
at	ADP	at
night	NOUN	night
,	PUNCT	,
to	PART	to
walk	VERB	walk
the	DET	the
deck	NOUN	deck
with	ADP	with
me	PRON	I
,	PUNCT	,
when	SCONJ	when
it	PRON	it
was	AUX	be
my	PRON	my
watch	NOUN	watch
.	PUNCT	.
He	PRON	he
explained	VERB	explain
to	ADP	to
me	PRON	I
a	DET	a
great	ADJ	great
deal	NOUN	deal
of	ADP	of
my	PRON	my
mathematics	NOUN	mathematic
,	PUNCT	,
and	CCONJ	and
I	PRON	I
owe	VERB	owe
to	ADP	to
him	PRON	he
my	PRON	my
taste	NOUN	taste
for	ADP	for
mathematics	NOUN	mathematic
.	PUNCT	.
He	PRON	he
lent	VERB	lend
me	PRON	I
books	NOUN	book
,	PUNCT	,
and	CCONJ	and
helped	VERB	help
me	PRON	I
about	ADP	about
my	PRON	my
reading	NOUN	reading
.	PUNCT	.
He	PRON	he
never	ADV	never
alluded	VERB	allude
so	ADV	so
directly	ADV	directly
to	ADP	to
his	PRON	his
story	NOUN	story
again	ADV	again
;	PUNCT	;
but	CCONJ	but
from	ADP	from
one	NUM	one
and	CCONJ	and
another	DET	another
officer	NOUN	officer
I	PRON	I
have	AUX	have
learned	VERB	learn
,	PUNCT	,
in	ADP	in
thirty	NUM	thirty
years	NOUN	year
,	PUNCT	,
what	PRON	what
I	PRON	I
am	AUX	be
telling	VERB	tell
.	PUNCT	.
When	SCONJ	when
we	PRON	we
parted	VERB	part
from	ADP	from
him	PRON	he
in	ADP	in
St.	PROPN	St.
Thomas	PROPN	Thomas
harbor	NOUN	harbor
,	PUNCT	,
at	ADP	at
the	DET	the
end	NOUN	end
of	ADP	of
our	PRON	our
cruise	NOUN	cruise
,	PUNCT	,
I	PRON	I
was	AUX	be
more	ADV	more
sorry	ADJ	sorry
than	ADP	than
I	PRON	I
can	AUX	can
tell	VERB	tell
.	PUNCT	.
I	PRON	I
was	AUX	be
very	ADV	very
glad	ADJ	glad
to	PART	to
meet	VERB	meet
him	PRON	he
again	ADV	again
in	ADP	in
1830	NUM	1830
;	PUNCT	;
and	CCONJ	and
later	ADV	later
in	ADP	in
life	NOUN	life
,	PUNCT	,
when	SCONJ	when
I	PRON	I
thought	VERB	think
I	PRON	I
had	AUX	have
some	DET	some
influence	NOUN	influence
in	ADP	in
Washington	PROPN	Washington
,	PUNCT	,
I	PRON	I
moved	VERB	move
heaven	NOUN	heaven
and	CCONJ	and
earth	NOUN	earth
to	PART	to
have	AUX	have
him	PRON	he
discharged	VERB	discharge
.	PUNCT	.
But	CCONJ	but
it	PRON	it
was	AUX	be
like	ADP	like
getting	VERB	get
a	DET	a
ghost	NOUN	ghost
out	ADP	out
of	ADP	of
prison	NOUN	prison
.	PUNCT	.
They	PRON	they
pretended	VERB	pretend
there	PRON	there
was	AUX	be
no	DET	no
such	ADJ	such
man	NOUN	man
,	PUNCT	,
and	CCONJ	and
never	ADV	never
was	AUX	be
such	DET	such
a	DET	a
man	NOUN	man
.	PUNCT	.
They	PRON	they
will	AUX	will
say	VERB	say
so	ADV	so
at	ADP	at
the	DET	the
Department	PROPN	Department
now	ADV	now
!	PUNCT	!
Perhaps	ADV	perhaps
they	PRON	they
do	AUX	do
not	PART	not
know	VERB	know
.	PUNCT	.
It	PRON	it
will	AUX	will
not	PART	not
be	AUX	be
the	DET	the
first	ADJ	first
thing	NOUN	thing
in	ADP	in
the	DET	the
service	NOUN	service
of	ADP	of
which	DET	which
the	DET	the
Department	PROPN	Department
